1050.566893,1151.164474,1149.888158
914.058957,1296.043165,722.014388
822.675737,877.992366,843.022901
370.068027,1857.613636,1096.613636
261.224490,396.692308,617.692308
258.503401,1306.000000,968.038462
184.126984,124.943662,737.957746
172.789116,922.000000,952.985714
162.585034,334.985507,859.028986
151.927438,173.970588,512.985294
151.700680,1244.044118,662.911765
141.043084,202.985075,215.955224
140.589569,1441.910448,36.910448
129.705215,1422.954545,1180.954545
119.727891,1023.984615,1034.969231
119.727891,1275.984615,848.969231
119.501134,1447.030769,1143.984615
108.616780,585.937500,350.000000
108.390023,1279.000000,162.000000
97.959184,740.000000,1193.968254
97.959184,1309.000000,1070.031746
97.959184,722.000000,467.968254
97.959184,337.000000,171.000000
97.732426,1863.000000,769.952381
97.732426,1214.000000,375.920635
97.732426,22.015873,79.936508
87.074830,868.983871,1058.983871
87.074830,1913.000000,994.935484
87.074830,1228.016129,339.951613
87.074830,1791.983871,294.983871
86.848073,1696.000000,111.919355
76.190476,219.983607,1133.032787
76.190476,834.983607,486.967213
76.190476,1387.934426,118.967213
65.306122,892.000000,1202.983333
65.306122,63.016667,1198.933333
65.306122,373.950000,1134.983333
65.306122,1049.016667,1117.966667
65.306122,773.933333,500.983333
54.421769,905.932203,1031.000000
54.421769,831.915254,861.915254
54.421769,1809.000000,760.932203
54.421769,1172.949153,663.949153
54.421769,130.915254,33.915254
43.537415,1479.931034,1126.931034
43.537415,849.965517,1089.965517
43.537415,334.965517,955.965517
43.537415,1690.948276,949.982759
43.537415,411.965517,920.965517
43.537415,758.948276,750.948276
43.537415,1060.000000,662.000000
43.537415,1472.000000,504.982759
43.537415,1221.982759,467.948276
43.537415,1899.948276,356.948276
43.537415,1212.965517,313.965517
43.537415,1258.948276,90.948276
43.083900,340.931034,1181.000000
32.653061,930.947368,1092.947368
32.653061,337.982456,1006.982456
32.653061,65.982456,953.964912
32.653061,1479.982456,934.964912
32.653061,1804.000000,866.947368
32.653061,965.982456,779.982456
32.653061,367.947368,718.947368
32.653061,1338.947368,705.947368
32.653061,722.964912,530.964912
32.653061,1889.982456,508.964912
32.653061,1296.982456,490.982456
32.653061,1364.982456,473.947368
32.653061,954.964912,467.982456
32.653061,965.982456,399.964912
32.653061,1871.947368,372.947368
32.653061,72.982456,316.982456
32.653061,42.964912,250.982456
32.653061,770.964912,147.982456
32.653061,1823.947368,97.947368
32.653061,1058.947368,37.947368
32.426304,401.947368,769.964912
21.768707,141.982143,1152.964286
21.768707,850.982143,1142.964286
21.768707,698.982143,1082.964286
21.768707,284.964286,1049.964286
21.768707,1130.982143,975.964286
21.768707,748.964286,974.982143
21.768707,388.964286,947.982143
21.768707,1598.964286,933.982143
21.768707,290.982143,901.964286
21.768707,804.964286,880.982143
21.768707,1456.982143,856.964286
21.768707,1360.964286,764.982143
21.768707,675.964286,760.964286
21.768707,162.964286,702.964286
21.768707,1556.964286,673.982143
21.768707,788.982143,662.964286
21.768707,1288.964286,587.964286
21.768707,1377.964286,526.982143
21.768707,1497.964286,400.982143
21.768707,1131.964286,382.964286
21.768707,742.982143,381.964286
21.768707,507.964286,312.964286
21.768707,1192.964286,312.964286
21.768707,764.982143,261.964286
21.768707,556.964286,242.964286
21.768707,1182.982143,236.964286
21.768707,1225.982143,229.964286
21.768707,533.964286,227.964286
21.768707,996.964286,219.964286
21.768707,219.964286,181.964286
21.768707,627.964286,173.964286
21.768707,418.964286,168.964286
21.768707,1562.964286,161.982143
21.768707,909.964286,116.964286
21.768707,800.964286,75.964286
21.768707,713.035714,74.964286
21.768707,1326.964286,74.982143
21.768707,345.964286,34.964286
21.768707,1399.964286,32.964286
21.768707,656.964286,16.982143
21.541950,1326.964286,1193.982143
10.884354,312.981818,1184.981818
10.884354,159.981818,1181.981818
10.884354,705.981818,1172.981818
10.884354,876.981818,1165.981818
10.884354,1421.981818,1161.981818
10.884354,310.981818,1160.981818
10.884354,426.981818,1156.981818
10.884354,1328.981818,1131.981818
10.884354,1847.981818,1131.981818
10.884354,435.981818,1130.981818
10.884354,1105.981818,1127.981818
10.884354,907.981818,1114.981818
10.884354,1777.981818,1113.981818
10.884354,948.981818,1091.981818
10.884354,1045.981818,1082.981818
10.884354,1705.981818,1078.981818
10.884354,1763.981818,1078.981818
10.884354,1282.981818,1073.981818
10.884354,1602.981818,1073.981818
10.884354,221.981818,1069.981818
10.884354,1440.981818,1062.981818
10.884354,624.981818,1050.981818
10.884354,146.981818,1049.981818
10.884354,1054.981818,1042.981818
